Overview

Overview
"IMPROVE Data Use: For journal publications, please inform Anthony Prenni (Anthony_Prenni@nps.gov) of the planned publication. Drafts of publications will be reviewed upon request for issues that could affect the data interpretation. Preferred Reference: Please reference the Malm,et al. (1994) article below when using IMPROVE data. Malm, W. C., J. F. Sisler, D. Huffman, R. A. Eldred, and T. A. Cahill (1994), Spatial and seasonal trends in particle concentration and optical extinction in the United States, J. Geophys. Res., 99, 1347-1370. Preferred Acknowledgment: IMPROVE is a collaborative association of state, tribal, and federal agencies, and international partners. US Environmental Protection Agency is the primary funding source, with contracting and research support from the National Park Service. The Air Quality Group at the University of California, Davis is the central analytical laboratory, with ion analysis provided by Research Triangle Institute, and carbon analysis provided by Desert Research Institute.
(Also: Prior to use, all data users are encouraged to review the IMPROVE data advisories located on the IMPROVE website: http://vista.cira.colostate.edu/IMPROVE/Data/QA_QC/Advisory.htm)"

Datasets

Dataset,Code,StartDate,EndDate,Frequency,NumRecords
"IMPROVE Aerosol","IMPAER",3/2/1988 12:00:00 AM,10/30/2023 12:00:00 AM,"1-in-3 day",39778115

Sites

Site,Code,Dataset,Country,State,County,AQSCode,Latitude,Longitude,Elevation,StartDate,EndDate,DemographicCode,LandUseCode,StreetAddress,LocDesc,Sponsor,ProgramKey,NumPOCs
"GRBA1","IMPAER","Operational","08/12/2003","Routine annual maintenance"
"GRBA1","IMPAER","Operational","06/02/2004","A1 Module area increased from 2.20 to 3.53 sq cm"
"GRBA1","IMPAER","Operational","08/13/2004","A1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","08/13/2004","B1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","08/13/2004","C1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","08/13/2004","D1 Module Flow Calibration"
"GRBA1","IMPAER","Operational","08/13/2004","Photos taken"
"GRBA1","IMPAER","Operational","08/13/2004","Routine annual maintenance"
"GRBA1","IMPAER","Operational","03/15/2005","Sampler controller replaced"
"GRBA1","IMPAER","Site Visit","09/15/2013","Calibration and maintenance on all modules"
"GRBA1","IMPAER","Equipment Problem","10/28/2013","All values shift (resolved)"
"GRBA1","IMPAER","Part Replacement","11/13/2013","Pump (4D)"
"GRBA1","IMPAER","Part Replacement","11/13/2013","Pump (3C)"
"GRBA1","IMPAER","Part Replacement","11/13/2013","Pump (2B)"
"GRBA1","IMPAER","Part Replacement","11/13/2013","Pump (1A)"
"GRBA1","IMPAER","Filters Problem","02/27/2014","Main Operator on Furlough until (03/26/14), backup will service site (resolved)"
"GRBA1","IMPAER","Site Visit","08/20/2015","Calibration and maintenance on all modules"
"GRBA1","IMPAER","Equipment Problem","10/06/2015","Controller down, Lightning strike in the park. (resolved)"
"GRBA1","IMPAER","Part Replacement","10/07/2015","Controller"
"GRBA1","IMPAER","Part Replacement","01/05/2016","Pump (3C)"
"GRBA1","IMPAER","Part Replacement","01/05/2016","Pump (1A)"
"GRBA1","IMPAER","Equipment Problem","02/16/2016","A Pump is slow starter (resolved)"
"GRBA1","IMPAER","Part Replacement","02/23/2016","Pump (1A)"
"GRBA1","IMPAER","Part Replacement","02/24/2016","Pump (4D)"
"GRBA1","IMPAER","Part Replacement","02/24/2016","Pump (2B)"
"GRBA1","IMPAER","Equipment Problem","03/01/2016","C Pump loud, needs replacing, slow starter (resolved)"
"GRBA1","IMPAER","Part Replacement","03/08/2016","Pump (3C)"
"GRBA1","IMPAER","External Audit","08/11/2016","Site Audit by Derek Day"
"GRBA1","IMPAER","Site Visit","09/07/2017","Calibration and maintenance on all modules"
"GRBA1","IMPAER","Part Replacement","11/16/2017","EBox (2B)"
"GRBA1","IMPAER","Networking Problem","02/22/2019","Replace Controller and AT&T hotspot with a Verizon USB modem (resolved)"
"GRBA1","IMPAER","Part Replacement","03/05/2019","Antenna, Network Device"
"GRBA1","IMPAER","Part Replacement","03/08/2019","Controller"
"GRBA1","IMPAER","Equipment Problem","06/03/2019","1A sampling Schedule was incorrectly calculated (resolved)"
"GRBA1","IMPAER","Site Visit","07/19/2019","Calibration and maintenance on all modules"
"GRBA1","IMPAER","Equipment Problem","08/29/2019","D Mod Ebox offline (resolved)"
"GRBA1","IMPAER","Part Replacement","09/04/2019","EBox (4D)"
"GRBA1","IMPAER","External Audit","10/25/2019","Site Audit by Derek Day"
"GRBA1","IMPAER","Equipment Problem","01/06/2020","Missing Screw on Control Panel  (resolved)"
"GRCA1","IMPAER","Method","06/28/1994","Changed nylon filter size from 47mm diameter to 25mm"
"GRCA1","IMPAER","Method","11/25/1996","Added glycerin to Module B1 denuder"
"GRCA1","IMPAER","Operational","08/29/1998","Monitoring ended at GRCA1.  Monitor was moved to Hance Camp (GRCA2) in Grand Canyon NP."
"GRCA2","IMPAER","Method","03/01/1996","Added glycerin to Module B1 denuder"
"GRCA2","IMPAER","Operational","08/01/1997","A1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","08/01/1997","B1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","08/01/1997","C1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","08/01/1997","D1 Module Flow Calibration"
"GRCA2","IMPAER","Event","10/22/1997","Controlled fire"
"GRCA2","IMPAER","Event","10/29/1997","controlled fire 1 mile NW in Watson block"
"GRCA2","IMPAER","Event","11/05/1997","Watson fire 1 mile NW burning both sample days"
"GRCA2","IMPAER","Event","05/20/1998","Smoke from prescribed fires"
"GRCA2","IMPAER","Operational","06/06/1998","offline until 8/29/98"
"GRCA2","IMPAER","Operational","06/08/1998","A1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","06/08/1998","B1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","06/08/1998","C1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","06/08/1998","D1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","08/12/1998","A1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","08/12/1998","B1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","08/12/1998","C1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","08/12/1998","D1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","08/29/1998","Monitoring ended at HopiPt. (GRCA1) moved to Hance Camp (GRCA2) renamed (HANC1)"
"GRCA2","IMPAER","Event","09/02/1998","North Rim fire still burning."
"GRCA2","IMPAER","Operational","09/12/1998","Routine annual maintenance"
"GRCA2","IMPAER","Operational","05/24/1999","new transformer installed"
"GRCA2","IMPAER","Event","11/17/1999","Prescribed fire north rim"
"GRCA2","IMPAER","Event","11/20/1999","Prescribed fire north rim"
"GRCA2","IMPAER","Operational","04/26/2000","Version 2 sampler installed"
"GRCA2","IMPAER","Operational","04/26/2000","Version 2 IMPROVE sampler installed"
"GRCA2","IMPAER","Operational","04/27/2000","A1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","04/27/2000","B1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","04/27/2000","C1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","04/27/2000","D1 Module Flow Calibration"
"GRCA2","IMPAER","Event","05/10/2000","Fires continue through 5/17/00"
"GRCA2","IMPAER","Operational","10/14/2000","A1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","10/14/2000","B1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","10/14/2000","C1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","10/14/2000","D1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","10/14/2000","Routine annual maintenance"
"GRCA2","IMPAER","Operational","03/29/2001","offline until 5/16/01"
"GRCA2","IMPAER","Operational","04/10/2001","B1 Module pump replaced"
"GRCA2","IMPAER","Operational","05/15/2001","A1 Module pump replaced"
"GRCA2","IMPAER","Operational","08/25/2001","A1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","08/25/2001","B1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","08/25/2001","C1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","08/25/2001","C1 Module pump replaced"
"GRCA2","IMPAER","Operational","08/25/2001","D1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","08/25/2001","D1 Module pump replaced"
"GRCA2","IMPAER","Operational","08/25/2001","Photos Taken"
"GRCA2","IMPAER","Operational","08/25/2001","Routine annual maintenance"
"GRCA2","IMPAER","Operational","08/25/2001","Sampler controller replaced"
"GRCA2","IMPAER","Event","09/07/2001","moderate smoke from fires at north rim"
"GRCA2","IMPAER","Event","09/28/2001","visibility poor heavy smoke"
"GRCA2","IMPAER","Event","10/04/2001","moderate to heavy smoke"
"GRCA2","IMPAER","Operational","10/12/2001","D1 Module pump replaced"
"GRCA2","IMPAER","Operational","03/14/2002","A1 Module pump replaced"
"GRCA2","IMPAER","Operational","03/14/2002","D1 Module pump replaced"
"GRCA2","IMPAER","Operational","08/15/2002","A1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","08/15/2002","B1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","08/15/2002","C1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","08/15/2002","D1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","08/15/2002","Photos Taken"
"GRCA2","IMPAER","Operational","08/15/2002","Routine annual maintenance"
"GRCA2","IMPAER","Event","10/23/2002","Prescribed fire 2 miles W of site"
"GRCA2","IMPAER","Event","12/10/2002","Fire 5-10 mi SE of site"
"GRCA2","IMPAER","Event","12/13/2002","Fire 5-10 mi SE of site"
"GRCA2","IMPAER","Event","12/16/2002","Fire 5-10 mi SE of site"
"GRCA2","IMPAER","Event","04/09/2003","Road construction 10 mi east of site until 4/18/03"
"GRCA2","IMPAER","Operational","05/29/2003","D1 Module pump replaced"
"GRCA2","IMPAER","Operational","06/07/2003","A1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","06/07/2003","B1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","06/07/2003","C1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","06/07/2003","Photos Taken"
"GRCA2","IMPAER","Operational","06/07/2003","Routine annual maintenance"
"GRCA2","IMPAER","Event","06/26/2003","Fire on north rim 40 miles W"
"GRCA2","IMPAER","Event","06/29/2003","Fire on north rim 40 miles W"
"GRCA2","IMPAER","Event","08/13/2003","Prescribed fire to south"
"GRCA2","IMPAER","Event","10/03/2003","road constructionalong hwy 64 lots of dust 'til 11/5/03"
"GRCA2","IMPAER","Event","10/24/2003","thick smoke in canyon"
"GRCA2","IMPAER","Operational","03/03/2004","C1 Module pump replaced"
"GRCA2","IMPAER","Operational","04/06/2004","A1 Module pump replaced"
"GRCA2","IMPAER","Operational","04/06/2004","C1 Module pump replaced"
"GRCA2","IMPAER","Operational","04/06/2004","Routine annual maintenance"
"GRCA2","IMPAER","Operational","05/20/2004","A1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","05/20/2004","B1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","05/20/2004","C1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","05/20/2004","D1 Module Flow Calibration"
"GRCA2","IMPAER","Operational","06/10/2004","C1 Module Flow Calibration"
"GRCA2","IMPAER","Event","07/29/2004","fire a few miles south, smoke impact until 8/10/04"
"GRCA2","IMPAER","Event","09/03/2004","heavy concentration of smoke present all week"
"GRCA2","IMPAER","Equipment Problem","01/09/2014","High ORI on POS3 run-days. (resolved)"
"GRCA2","IMPAER","Site Visit","05/25/2014","Calibration and maintenance on all modules"
"GRCA2","IMPAER","Equipment Problem","05/29/2014","Double C filter Calibration Needed (resolved)"
"GRCA2","IMPAER","Sampler Flow Check","06/30/2014","Modules:"
"GRCA2","IMPAER","Equipment Problem","07/11/2014","OPRTR incorrectly adjusted the time  (resolved)"
"GRCA2","IMPAER","Part Replacement","09/02/2014","Pump (4D)"
"GRCA2","IMPAER","Part Replacement","09/02/2014","Pump (3C)"
"GRCA2","IMPAER","Part Replacement","09/02/2014","Pump (2B)"
"GRCA2","IMPAER","Part Replacement","09/02/2014","Pump (1A)"
"GRCA2","IMPAER","Equipment Problem","09/09/2014","Cntrlr froze and went to blinking cursor after new memory card was installed (resolved)"
"GRCA2","IMPAER","Part Replacement","09/10/2014","Controller"
"GRCA2","IMPAER","Filters Problem","12/18/2014","Double C to Single C Conversion (resolved)"
"GRCA2","IMPAER","Sampler Flow Check","12/23/2014","Modules:"
"GRCA2","IMPAER","Site Visit","06/24/2016","Calibration and maintenance on all modules"
"GRCA2","IMPAER","Equipment Problem","09/16/2016","B CYC zero down shift (resolved)"
"GRCA2","IMPAER","Sampler Flow Check","10/11/2016","Modules:"
"GRCA2","IMPAER","Equipment Problem","11/08/2016","D module flow obstruction (resolved)"
"GRCA2","IMPAER","Sampler Flow Check","03/23/2017","Modules:"
"GRCA2","IMPAER","External Audit","04/05/2017","Site Audit by Derek Day"
"GRCA2","IMPAER","Equipment Problem","08/03/2017","D MOD multiple SLNDS opening (resolved)"
"GRCA2","IMPAER","Equipment Problem","09/15/2017","CNTRLR always writing FIN for TYPE column of CFLSH (resolved)"
"GRCA2","IMPAER","Equipment Problem","12/19/2017","Controller bent Flashcard Reader pins (resolved)"
"GRCA2","IMPAER","Part Replacement","12/29/2017","Controller"
"GRCA2","IMPAER","Part Replacement","06/05/2018","Pump (4D)"
"GRCA2","IMPAER","Part Replacement","06/05/2018","Pump (3C)"
"GRCA2","IMPAER","Part Replacement","06/05/2018","Pump (2B)"
"GRCA2","IMPAER","Part Replacement","06/05/2018","Pump (1A)"
"GRCA2","IMPAER","External Audit","06/06/2018","Site Audit by Kelly Blomme"
"GRCA2","IMPAER","Site Visit","07/05/2018","Calibration and maintenance on all modules"
"GRCA2","IMPAER","Networking Problem","10/03/2018","Internet Down for over a week (resolved)"
"GRCA2","IMPAER","Part Replacement","10/16/2018","Other"
"GRCA2","IMPAER","External Audit","04/23/2019","Site Audit by Derek Day		"
"GRCA2","IMPAER","UC Davis Site Visit","07/27/2020","Calibration and maintenance on all modules"
"GRCA2","IMPAER","Equipment Problem","10/20/2020","Increase Flow on all Mods (resolved)"
"GRCA2","IMPAER","Sampler Flow Adjustment","11/04/2020","Flow rate adjusted by Operator using Ebox/Controller on module(s) 1A, 2B, 3C, 4D"
"GRGU1","IMPAER","Operational","08/22/1994","A1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","08/22/1994","B1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","08/22/1994","C1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","08/22/1994","D1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","08/22/1994","Routine annual maintenance"
"GRGU1","IMPAER","Operational","08/22/1995","A1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","08/22/1995","B1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","08/22/1995","C1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","08/22/1995","D1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","08/22/1995","Routine annual maintenance"
"GRGU1","IMPAER","Operational","08/28/1996","A1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","08/28/1996","A1 Module pump Replaced"
"GRGU1","IMPAER","Method","08/28/1996","Added glycerin to Module B1 denuder"
"GRGU1","IMPAER","Operational","08/28/1996","B1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","08/28/1996","B1 Module pump Replaced"
"GRGU1","IMPAER","Operational","08/28/1996","C1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","08/28/1996","C1 Module pump Replaced"
"GRGU1","IMPAER","Operational","08/28/1996","D1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","08/28/1996","D1 Module pump Replaced"
"GRGU1","IMPAER","Operational","08/28/1996","Routine annual maintenance"
"GRGU1","IMPAER","Operational","10/09/1997","A1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","10/09/1997","B1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","10/09/1997","C1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","10/09/1997","D1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","10/09/1997","Routine annual maintenance"
"GRGU1","IMPAER","Operational","05/19/1998","A1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","05/19/1998","B1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","05/19/1998","C1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","05/19/1998","D1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","05/19/1998","Routine annual maintenance"
"GRGU1","IMPAER","Operational","05/23/2000","A1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","05/23/2000","B1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","05/23/2000","C1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","05/23/2000","D1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","05/23/2000","Version 2 sampler installed"
"GRGU1","IMPAER","Operational","05/24/2000","Version 2 IMPROVE sampler installed"
"GRGU1","IMPAER","Operational","06/03/2000","A1 Module area increased from 2.20 to 3.53 sq cm"
"GRGU1","IMPAER","Operational","06/10/2000","Routine annual maintenance"
"GRGU1","IMPAER","Operational","09/21/2000","A1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","09/21/2000","B1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","09/21/2000","C1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","09/21/2000","D1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","09/21/2000","Routine annual maintenance"
"GRGU1","IMPAER","Operational","08/16/2001","D1 Module pump Replaced"
"GRGU1","IMPAER","Operational","09/30/2001","A1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","09/30/2001","B1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","09/30/2001","C1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","09/30/2001","D1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","09/30/2001","Photos Taken"
"GRGU1","IMPAER","Operational","09/30/2001","Routine annual maintenance"
"GRGU1","IMPAER","Operational","09/02/2002","A1 Module pump replaced"
"GRGU1","IMPAER","Operational","09/02/2002","B1 Module pump replaced"
"GRGU1","IMPAER","Operational","09/16/2002","A1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","09/16/2002","A1 Module pump replaced"
"GRGU1","IMPAER","Operational","09/16/2002","B1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","09/16/2002","B1 Module pump replaced"
"GRGU1","IMPAER","Operational","09/16/2002","C1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","09/16/2002","D1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","09/16/2002","Photos Taken"
"GRGU1","IMPAER","Operational","09/16/2002","Routine annual maintenance"
"GRGU1","IMPAER","Operational","04/11/2003","Sampler controller replaced"
"GRGU1","IMPAER","Operational","09/02/2003","A1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","09/02/2003","B1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","09/02/2003","C1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","09/02/2003","D1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","09/02/2003","Photos Taken"
"GRGU1","IMPAER","Operational","09/02/2003","Routine annual maintenance"
"GRGU1","IMPAER","Operational","07/21/2004","A1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","07/21/2004","B1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","07/21/2004","C1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","07/21/2004","D1 Module Flow Calibration"
"GRGU1","IMPAER","Operational","07/21/2004","Photos Taken"
"GRGU1","IMPAER","Operational","07/21/2004","Routine annual maintenance"
"GRGU1","IMPAER","Operational","10/19/2004","B1 Module electronics box replaced"
"GRGU1","IMPAER","Equipment Problem","04/17/2014","SLight fluctuations in C ORI (resolved)"
"GRGU1","IMPAER","Site Visit","09/09/2014","Calibration and maintenance on all modules"
"GRGU1","IMPAER","Part Replacement","10/21/2014","Other"
"GRGU1","IMPAER","Equipment Problem","01/05/2015","B ORI and CYC are unstable (resolved)"
"GRGU1","IMPAER","Part Replacement","03/31/2015","EBox (2B)"
"GRGU1","IMPAER","Equipment Problem","04/09/2015","C ORI occasionally shifts (resolved)"
"GRGU1","IMPAER","Part Replacement","04/21/2015","Pump (4D)"
"GRGU1","IMPAER","Part Replacement","04/21/2015","Pump (3C)"
"GRGU1","IMPAER","Part Replacement","04/21/2015","Pump (2B)"
"GRGU1","IMPAER","Part Replacement","04/21/2015","Pump (1A)"
"GRGU1","IMPAER","Part Replacement","10/27/2015","Module Cable"
"GRGU1","IMPAER","Part Replacement","11/03/2015","Controller"
"GRGU1","IMPAER","Part Replacement","11/10/2015","EBox (2B)"
"GRGU1","IMPAER","Equipment Problem","04/04/2016","A ORI unstable (resolved)"
"GRGU1","IMPAER","Site Visit","08/27/2016","Calibration and maintenance on all modules"
"GRGU1","IMPAER","Equipment Problem","10/12/2016","Broken A mod Oldham disc (resolved)"
